0.3714242	0.24853693	0.16176486	-0.47756788	0.35118282	-0.8290787	0.47363317	0.816437
0.85253996	-0.6332049	0.77166796	0.52470016	-0.75070316	-0.17671849	0.7314368	0.28657663
-0.6996066	0.8160223	-0.66274625	-0.8378528	0.7645181	-0.8583123	-0.6790891	-0.60387725
-0.12447816	0.19048534	-0.10621339	-0.25737223	0.15218672	-0.58253473	-0.16620031	-0.25191686
-0.231697	0.36222503	-0.26402503	-0.33822212	0.2225403	-0.5908505	-0.29593816	-0.43876934
-1.499415	1.6207647	-1.4842701	-1.5823948	1.5013492	-1.3634871	-1.5222547	-1.2361422
-0.2816093	0.43999985	-0.3361315	-0.45035177	0.35530677	-0.72388583	-0.32034472	-0.37398866
-0.58010906	0.702953	-0.61886674	-0.7805992	0.67759216	-0.75148124	-0.6219689	-0.4621744
-0.5717921	0.61184365	-0.6117323	-0.7050641	0.6588669	-0.66619253	-0.602772	-0.5490189
0.1419205	0.037991446	0.07143574	-0.081011005	0.01983066	-0.36435917	0.14402881	0.15917681
0.14072788	-0.06960076	0.13083552	0.045172375	-0.17954265	-0.21666946	0.15460953	0.108575106
0.11734435	0.021159068	0.07567013	-0.06564289	-0.08482862	-0.2596856	-0.013429489	-0.030768208
4.226916	-4.036768	3.9816167	4.0536294	-4.097288	2.986627	3.9792922	3.043973
0.94840956	-0.8429956	0.8877836	0.80664533	-0.87768686	0.19376788	0.8943389	0.61086273
1.385554	-1.2672185	1.3440309	1.293588	-1.3805041	0.5478189	1.3351138	0.96647906
-0.5211212	0.54077876	-0.48992386	-0.61603457	0.50175464	-0.68819284	-0.4716357	-0.5244984
-0.37062413	0.33027366	-0.37544796	-0.39997485	0.3753124	-0.21951802	-0.30528694	-0.10447065
0.8925767	-0.7916901	0.8512796	0.8103319	-0.8572338	0.40880796	0.87354577	0.7350953
-2.6142447	2.5735352	-2.5133162	-2.7006106	2.6063607	-2.126893	-2.4876127	-2.0185018
0.45024645	-0.36910594	0.3873065	0.34606054	-0.38024098	0.25026694	0.4370425	0.34122157
0.48683712	-0.32782322	0.45947844	0.3786641	-0.40668762	-0.071107894	0.42644638	0.3328481
-0.4139489	0.5369436	-0.40788826	-0.57411426	0.46289453	-0.7346803	-0.43893456	-0.33979356
-0.28226587	0.32911268	-0.27918825	-0.33862147	0.3381252	-0.45858312	-0.3515562	-0.33636492
1.269321	-1.1708623	1.2189518	1.1056209	-1.1606343	0.6591889	1.166367	0.9247564
-0.3881253	0.44394073	-0.34505504	-0.46110544	0.38221997	-0.43719414	-0.35082918	-0.28779256
0.17712955	-0.036177542	0.119743824	0.07173732	-0.08108531	-0.11933864	0.11557449	0.101079814
-0.5336556	0.5958221	-0.58978695	-0.64612067	0.59327275	-0.7523621	-0.5477319	-0.45337453
-0.15002222	0.27768603	-0.19049203	-0.31562033	0.2401062	-0.31967515	-0.2110675	-0.11696299
-0.31403935	0.37846872	-0.2916732	-0.33159995	0.41508633	-0.25392324	-0.18057337	-0.09598398
-1.5437181	1.5700595	-1.5264846	-1.5943013	1.5635625	-1.2178099	-1.4601218	-1.0817659
-0.15160808	0.2058476	-0.1787922	-0.22153248	0.20820825	-0.32139328	-0.11527807	-0.13721064
0.21936044	-0.12967874	0.18767032	0.19943604	-0.2310955	-0.05638107	0.17482011	0.07032849
-0.33756828	0.3589647	-0.24302183	-0.38882333	0.32351768	-0.3296238	-0.29333058	-0.1234293
0.07878008	0.01956429	0.05827274	0.007277795	-0.06941188	-0.27334332	0.09812645	0.07057457
-0.962474	0.98847735	-0.87047786	-0.9265056	0.99976104	-0.44994926	-0.8496076	-0.6587318
-0.2887487	0.3462524	-0.2884063	-0.3725757	0.36339897	-0.19807774	-0.23122653	-0.043065332
1.0918278	-1.0189419	1.0128227	1.0332505	-1.0117954	0.7961154	1.0698574	0.9219105
1.0976532	-1.0791823	1.0568194	1.0916582	-1.0544784	0.6804513	1.0866697	0.79095495
-0.58656895	0.6593326	-0.60430413	-0.6728071	0.6120781	-0.6294866	-0.6060334	-0.44641662
-0.08743965	0.10468543	-0.09627964	-0.21953015	0.1272319	-0.18711907	-0.087526046	-0.03151383
0.8362958	-0.8488021	0.8623644	0.77428246	-0.8028971	0.64929676	0.8266467	0.7423078
-0.2701334	0.3203783	-0.22960018	-0.34886348	0.33388236	-0.11345427	-0.19749317	-0.0325422
-0.39881563	0.43823698	-0.37042376	-0.4548358	0.4384386	-0.33076963	-0.36089906	-0.20128112
0.32959628	-0.3273523	0.27042532	0.22369744	-0.2726345	0.122996256	0.33901274	0.22890787
-0.032638323	0.076936334	-0.06966575	-0.14728166	0.08586618	-0.11254743	-0.01208555	-0.02042107
-0.43799818	0.47407088	-0.44589645	-0.48168698	0.4198829	-0.43933934	-0.38415912	-0.34658313
1.1068063	-1.0158031	1.0221223	0.98542494	-1.0641083	0.5460304	1.0632691	0.95362264
-0.49156967	0.53050995	-0.49604782	-0.56033164	0.50379485	-0.6649548	-0.47498217	-0.59784335
-1.4437464	1.4740468	-1.4320363	-1.4668399	1.5169277	-1.304122	-1.3785529	-1.2121866
0.16256832	-0.057422195	0.16726427	0.048918147	-0.085208476	0.07661269	0.124240614	0.18135685
0.22428595	-0.1488185	0.18017228	0.15855546	-0.2172549	0.08929948	0.24269764	0.30720156
-0.13232133	0.15603285	-0.106365174	-0.22448373	0.14651707	-0.093910106	-0.11062461	-0.12763749
0.43940306	-0.4089945	0.3982745	0.410935	-0.4672758	0.21599625	0.40034303	0.27308407
1.021516	-0.94059193	0.92390156	0.92077047	-0.9174672	0.71713513	0.97133905	0.8644565
0.0639897	-0.020251853	0.06498634	0.039008126	-0.028333222	-0.01425523	0.1368326	0.12282313
0.23329456	-0.19906084	0.2199996	0.13331226	-0.15642555	0.101744674	0.19562888	0.18127589
-0.14141357	0.108921096	-0.10673275	-0.142833	0.13542329	-0.16947952	-0.07724052	-0.07744651
-0.7909756	0.90020174	-0.85039777	-0.8826197	0.7781308	-0.86163974	-0.8297052	-0.7539252
-0.94329756	0.92948276	-0.98267823	-1.0176078	1.0650787	-0.87703705	-0.90916	-0.6200657
1.3034614	-1.2741153	1.2681986	1.246198	-1.2931308	1.0015131	1.2703311	1.0139657
-0.7070795	0.68799055	-0.66317946	-0.7310464	0.6615273	-0.6025282	-0.67320454	-0.6552141
0.70425606	-0.70638305	0.70359254	0.6886726	-0.6508363	0.525252	0.68220854	0.71665597
-0.56018025	0.60413766	-0.5598253	-0.67732537	0.52907044	-0.7037067	-0.6429157	-0.5274323
-0.08571969	0.1332548	-0.19299243	-0.18267377	0.22803089	-0.20168932	-0.12106879	-0.030262595
-0.13779408	0.17694324	-0.15739043	-0.20007311	0.25128138	-0.24159902	-0.15316013	-0.058967073
2.3897429	-2.2665508	2.2681468	2.2398696	-2.3347633	1.6661103	2.3152173	2.093038
0.47260523	-0.43786764	0.485893	0.37860742	-0.4564077	0.3500448	0.509991	0.4060732
-0.10524154	0.21243745	-0.1619734	-0.2156594	0.2814349	-0.10721408	-0.12953283	-0.017444082
-0.22746472	0.2590288	-0.27998802	-0.28601968	0.2656858	-0.52766114	-0.21371911	-0.38312486
-0.19635998	0.16197571	-0.16309957	-0.16498151	0.15774794	-0.4943487	-0.21890979	-0.29441836
0.3871434	-0.34179735	0.358445	0.33116195	-0.4266921	0.2037491	0.35017446	0.31548405
0.1922114	-0.10024782	0.078022346	0.071995705	-0.06905424	0.0012208448	0.1427615	0.1847717
0.37831172	-0.30778104	0.3469044	0.30359828	-0.363242	0.2584349	0.34211788	0.27799022
0.5044251	-0.54963124	0.532706	0.48402625	-0.50509137	0.3762394	0.53823394	0.44039285
-0.5650157	0.60675204	-0.53073955	-0.5992113	0.62199545	-0.6626467	-0.5589003	-0.4561783
0.61110336	-0.53720057	0.57161176	0.54558957	-0.64438474	0.3775252	0.58857924	0.56936884
-0.18068334	0.22057062	-0.15241334	-0.19029881	0.22791734	-0.22595568	-0.17701338	-0.07449615
-0.34245837	0.42340583	-0.31878462	-0.41136703	0.36665416	-0.3906304	-0.29449472	-0.21915129
0.44446236	-0.33783624	0.36343396	0.31365895	-0.3558248	0.25845262	0.4336888	0.41914183
0.15628353	-0.14613453	0.1446421	0.08149294	-0.0050430903	0.12185057	0.2141403	0.34861922
-1.1326488	1.1888925	-1.1359336	-1.161188	1.1060939	-0.9362152	-1.05207	-0.8571744
0.21055634	-0.19893806	0.19497068	0.23329575	-0.26277113	0.096525356	0.22459097	0.26832056
0.07832566	-0.032398853	0.09103041	0.080078244	-0.10226599	-0.11603431	0.037498873	0.13300107
-0.5697938	0.63407636	-0.6310135	-0.6940439	0.60141885	-0.50955623	-0.61822486	-0.47281703
